,lng,lat,API_rejected
"Harju maakond, Saue vald, Alliku küla, Uuetalu põik 13",24.5836474,59.3602804,
"Harju maakond, Tallinn, Pirita linnaosa, Karukella tee 12/2",24.8786447,59.46134899999999,
"Tartu maakond, Ülenurme vald, Tõrvandi alevik, Aia tn 56",26.6995692,58.3173527,
"Tartu maakond, Ülenurme vald, Soinaste küla, Tartu mnt 65",26.7183237,58.3332565,
"Harju maakond, Harku vald, Muraste küla, Kivimaa tn 2",24.4489888,59.45639649999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Tõnu tn 2",24.5959014,59.43934839999999,
"Harju maakond, Tallinn, Kristiine linnaosa, Kajaka tn 37a/1",24.714547600000003,59.40904270000001,
"Harju maakond, Tallinn, Kristiine linnaosa, Kajaka tn 37a/5",24.71392130000001,59.4091962,
"Pärnu maakond, Pärnu linn, Õuna tn 1a",24.5154392,58.39190800000001,
"Harju maakond, Kiili vald, Kiili alev, Kase tn 14",24.8454113,59.30650230000001,
"Võru maakond, Rõuge vald, Kokõmäe küla, Hobumäe",27.0093189,57.7114539,
"Harju maakond, Jõelähtme vald, Saviranna küla, Mäeotsa tee 46",25.0431245,59.50083929999999,
"Harju maakond, Saue linn, Kadakamarja tn 20",24.5632844,59.31680169999999,
"Harju maakond, Tallinn, Kristiine linnaosa, Vuti tn 75/1",24.7121338,59.4234225,
"Harju maakond, Keila linn, Barsbütteli tn 15 // Tervise tn 23",24.3961625,59.3104714,
"Harju maakond, Rae vald, Järveküla, Lõuna tee 1b",24.7993924,59.3875864,
"Rapla maakond, Kohila vald, Loone küla, Väike-Varsakabja",24.7813229,59.147468,
"Hiiu maakond, Hiiu vald, Kärdla linn, Nõmme tn 12",22.7495519,58.99532370000001,
"Harju maakond, Harku vald, Harkujärve küla, Käämo põik 4",24.5960427,59.4195349,
"Harju maakond, Rae vald, Järveküla, Ida tee 20",24.7956804,59.39027429999999,
"Tartu maakond, Tartu linn, Kiigemäe tn 4",26.7801994,58.34797070000001,
"Harju maakond, Harku vald, Tiskre küla, Tanni tee 21",24.5891831,59.41173930000001,
"Tartu maakond, Luunja vald, Lohkva küla, Salu tee 55",26.7809954,58.38161270000001,
"Harju maakond, Harku vald, Muraste küla, Kolmiku tn 39",24.4539606,59.4624794,
"Harju maakond, Tallinn, Pirita linnaosa, Sinitiiva tn 10",24.8864811,59.47448130000001,
"Rapla maakond, Juuru vald, Järlepa küla, Keskuse tn 9",24.92538,59.1353041,
"Harju maakond, Tallinn, Pirita linnaosa, Kloostrimetsa tee 69a",24.8897367,59.47403320000001,
"Harju maakond, Viimsi vald, Pärnamäe küla, Kesk-Kaare tee 29",24.8540478,59.5074716,
"Rapla maakond, Kehtna vald, Kehtna alevik, Kooli tn 3",24.8683925,58.9259395,
"Harju maakond, Viimsi vald, Leppneeme küla, Kivimäe tee 12",24.8526582,59.5454037,
"Harju maakond, Tallinn, Pirita linnaosa, Jumika tee 9",24.856357,59.48350429999999,
"Hiiu maakond, Emmaste vald, Nurste küla, Hundikaru",22.4902,58.7892999,
"Harju maakond, Saue vald, Laagri alevik, Harusambla tn 10",24.6095262,59.35859540000001,
"Harju maakond, Tallinn, Pirita linnaosa, Villkäpa tn 7",24.8929783,59.4757229,
"Harju maakond, Rae vald, Pajupea küla, Elamute tee 4",24.9651615,59.3618485,
"Saare maakond, Lääne-Saare vald, Upa küla, Muusika",,,True
"Harju maakond, Keila linn, Tervise tn 17/3",24.3945146,59.3101564,
"Harju maakond, Rae vald, Järveküla, Männi tee 12",24.8147204,59.3832684,
"Saare maakond, Salme vald, Tehumardi küla, Aivari",22.2463,58.1806,
"Harju maakond, Saue vald, Alliku küla, Poku tee 27",24.5739871,59.36434770000001,
"Harju maakond, Saue vald, Koidu küla, Koidu tee 20",,,True
"Pärnu maakond, Sauga vald, Tammiste küla, Markna-Jõeääre",24.5946,58.38199989999999,
"Harju maakond, Tallinn, Kristiine linnaosa, Mõtuse tn 31a",24.7098734,59.41706110000001,
"Harju maakond, Kuusalu vald, Salmistu küla, Päikesemetsa",25.3785999,59.49079989999999,
"Tartu maakond, Luunja vald, Kabina küla, Seedri",26.8252,58.3472999,
"Harju maakond, Rae vald, Rae küla, Loigu tee 21",24.8357348,59.39650970000001,
"Saare maakond, Salme vald, Vintri küla, Ulliste",22.2011829,58.03877900000001,
"Harju maakond, Viimsi vald, Randvere küla, Vesiniidu tee 12",24.9111951,59.4911818,
"Harju maakond, Harku vald, Muraste küla, Pangapealse tn 10",24.4587485,59.4590831,
"Harju maakond, Saku vald, Tänassilma küla, Kodusalu tee 4",24.6347462,59.3362527,
"Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 31",24.714675600000003,59.42047299999999,
"Harju maakond, Tallinn, Pirita linnaosa, Suislepa tee 9",24.8688599,59.484502600000006,
"Tartu maakond, Haaslava vald, Aardlapalu küla, Palupealse tee/3",26.776193,58.3263071,
"Tartu maakond, Elva linn, Purde tn 29",26.3957002,58.21814049999999,
"Võru maakond, Võru linn, Muraka tn 13",27.023530800000003,57.83008149999999,
"Harju maakond, Viimsi vald, Püünsi küla, Rohuneeme tee 95",24.7930935,59.555238300000006,
"Pärnu maakond, Sauga vald, Tammiste küla, Kullerkupu tn 1",24.5946,58.38199989999999,
"Harju maakond, Tallinn, Kristiine linnaosa, Käo tn 56",24.7201461,59.4094624,
"Pärnu maakond, Audru vald, Papsaare küla, Sirmiku tee 8",24.4247137,58.40315459999999,
"Harju maakond, Tallinn, Kesklinna linnaosa, Uue Maailma tn 24",24.7407952,59.42413519999999,
"Harju maakond, Viimsi vald, Lubja küla, Anijärve tee 20",24.854146,59.51639269999999,
"Tartu maakond, Ülenurme vald, Ülenurme alevik, Mõisniku tn 47",26.7314005,58.3148759,
"Harju maakond, Viimsi vald, Muuga küla, Pihlamarja tee 7",24.9298003,59.4877002,
"Saare maakond, Lääne-Saare vald, Muratsi küla, Laheotsa",,,True
"Tartu maakond, Tartu linn, Käbi tn 12",26.761601,58.3812039,
"Harju maakond, Keila linn, Barsbütteli tn 1/3",24.3970902,59.30956010000001,
"Harju maakond, Keila linn, Tervise tn 17/6",24.3941323,59.310286,
"Pärnu maakond, Tahkuranna vald, Uulu küla, Maarja",24.5777615,58.2802501,
"Saare maakond, Kuressaare linn, Kelluka tn 20",22.5131877,58.2488158,
"Harju maakond, Viimsi vald, Pärnamäe küla, Suur-Kaare tee 62",24.86097,59.5058859,
"Harju maakond, Tallinn, Pirita linnaosa, Aianduse tee 74",24.8704758,59.490865,
"Pärnu maakond, Audru vald, Papsaare küla, Pääsu tee 8",24.4282581,58.399662600000006,
"Harju maakond, Viimsi vald, Pärnamäe küla, Suur-Kaare tee 60",24.8605373,59.5061146,
"Tartu maakond, Luunja vald, Veibri küla, Aasavälja tee 4",26.7935354,58.3550442,
"Pärnu maakond, Sauga vald, Tammiste küla, Piibelehe tn 1",24.5946,58.38199989999999,
"Harju maakond, Harku vald, Muraste küla, Hansu tee 4",24.4552688,59.45726629999999,
"Harju maakond, Saku vald, Saku alevik, Kivisalu tee 6",24.6537481,59.2928262,
"Järva maakond, Türi vald, Türi linn, Mäe tn 22",25.4235075,58.79837609999999,
"Harju maakond, Rae vald, Rae küla, Irme tee 6",24.8397359,59.39536839999999,
"Harju maakond, Saku vald, Kiisa alevik, Kasemetsa tee 1a",24.6797278,59.2406118,
"Harju maakond, Harku vald, Muraste küla, Hansu tee 8",24.454015100000003,59.45758859999999,
"Harju maakond, Tallinn, Kristiine linnaosa, Räägu tn 10c",24.7050489,59.4173351,
"Rapla maakond, Juuru vald, Orguse küla, Sihu",24.9505949,59.0483319,
"Harju maakond, Saue vald, Kiia küla, Lepa",24.4908479,59.36188989999999,
"Ida-Viru maakond, Narva-Jõesuu linn, Kesk tn 30",28.0457512,59.45619379999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Taludevahe tn 60",24.5700031,59.43832800000001,
"Harju maakond, Tallinn, Pirita linnaosa, Vahtramäe tee 9",24.8542297,59.48766170000001,
"Pärnu maakond, Pärnu linn, A. H. Tammsaare pst 12a",24.5048175,58.3766115,
"Harju maakond, Harku vald, Tabasalu alevik, Pääsukese tn 10",24.5654049,59.42326539999999,
"Harju maakond, Kiili vald, Kangru alevik, Rukkilille tn 5",24.7758267,59.35275180000001,
"Harju maakond, Tallinn, Haabersti linnaosa, Uuepere tn 12",24.5947671,59.4381874,
"Tartu maakond, Tartu linn, Ida tn 2a",26.7555848,58.38136070000001,
"Lääne maakond, Haapsalu linn, Kaluri tn 12",23.5265348,58.9555019,
"Harju maakond, Viimsi vald, Pärnamäe küla, Linnase tee 22",24.8614913,59.50257389999999,
"Viljandi maakond, Tarvastu vald, Tinnikuru küla, Toominga",25.877522,58.22908599999999,
"Pärnu maakond, Pärnu linn, Pikk tn 26",24.5103693,58.3862827,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Ristiku tn 3",25.645524,58.36399669999999,
"Lääne maakond, Ridala vald, Uuemõisa alevik, Kirsi tn 6",23.5925069,58.941802300000006,
"Harju maakond, Saku vald, Saue küla, Päikese",24.5769789,59.2987019,
"Harju maakond, Rae vald, Rae küla, Künnapuu tee 14",24.8453869,59.384614,
"Harju maakond, Saue linn, Kivikangru tn 5",24.5404896,59.3156086,
"Harju maakond, Keila vald, Laulasmaa küla, Ilvese tee 12",24.2535844,59.35829829999999,
"Harju maakond, Rae vald, Peetri alevik, Salu tee 38",24.7996336,59.396908,
"Harju maakond, Tallinn, Haabersti linnaosa, Räime tn 18",24.5842557,59.4460831,
"Harju maakond, Saku vald, Saku alevik, Niidu tn 1",24.6464641,59.30301889999999,
"Ida-Viru maakond, Kohtla vald, Valaste küla, Mägaripõllu",27.363474,59.43703590000001,
"Harju maakond, Viimsi vald, Randvere küla, Veehoidla tee 6",24.9040709,59.5084279,
"Viljandi maakond, Karksi vald, Polli küla, Saksaveski",25.5480999,58.1266,
"Tartu maakond, Tartu linn, Sinika tn 17",26.7079717,58.35067160000001,
"Harju maakond, Viimsi vald, Randvere küla, Toome tee 12",24.903077,59.5051126,
"Tartu maakond, Tartu vald, Vahi alevik, Pargi põik 7",26.73447920000001,58.4037191,
"Harju maakond, Harku vald, Tiskre küla, Tanni tee 18",24.5894385,59.411337,
"Pärnu maakond, Tahkuranna vald, Reiu küla, Posti tee 36",24.5985,58.3138,
"Tartu maakond, Tartu vald, Vahi alevik, Pärna allee 5",26.739629,58.405050300000006,
"Valga maakond, Otepää vald, Nüpli küla, Piiri",26.490746500000004,58.06072150000001,
"Harju maakond, Viimsi vald, Randvere küla, Kaevuaia tee 15",24.9090972,59.50300920000001,
"Harju maakond, Tallinn, Haabersti linnaosa, Sädeme tn 15",24.6180684,59.43412809999999,
"Harju maakond, Tallinn, Nõmme linnaosa, Põllu tn 99",24.6505717,59.3700802,
"Harju maakond, Saku vald, Saustinõmme küla, Õie tee 18",24.750707100000003,59.30875,
"Harju maakond, Tallinn, Haabersti linnaosa, Silgu tn 28",24.5854554,59.44731039999999,
"Harju maakond, Keila vald, Kloogaranna küla, Karu tee 12",24.2500947,59.3554065,
"Põlva maakond, Põlva vald, Põlva linn, Lina tn 52",27.065936600000004,58.0580502,
"Tartu maakond, Tähtvere vald, Tähtvere küla, Tammeoksa",26.6813609,58.39842999999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Merirahu tn 49",24.61412480000001,59.44481219999999,
"Harju maakond, Viimsi vald, Pärnamäe küla, Lageda tee 33",24.8575603,59.50453390000001,
"Pärnu maakond, Sauga vald, Tammiste küla, Koiduaia tee 4/1",24.5946,58.38199989999999,
"Harju maakond, Saku vald, Saustinõmme küla, Ristiku tee 28",24.7526213,59.3081834,
"Pärnu maakond, Audru vald, Põhara küla, Põhavere-Sepa",24.2261479,58.45219390000001,
"Harju maakond, Maardu linn, Ristikheina tee 4",24.9168797,59.4746436,
"Viljandi maakond, Viljandi linn, Järve tn 31",25.616285,58.3621578,
"Harju maakond, Viimsi vald, Haabneeme alevik, Nurme põik 25",24.8326842,59.52071770000001,
"Põlva maakond, Kanepi vald, Varbuse küla, Uibu",26.9146519,58.02662789999999,
"Tartu maakond, Tartu linn, Pootsmani tn 14",26.6981582,58.40455000000001,
"Rapla maakond, Rapla vald, Rapla linn, Heina tn 21a",24.8127662,59.001732800000006,
"Harju maakond, Rae vald, Rae küla, Künnapuu tee 13",24.8468499,59.3851276,
"Harju maakond, Maardu linn, Ristikheina tee 7 // Vägiheina tee 3",24.918044100000003,59.474456,
"Harju maakond, Rae vald, Järveküla, Väljaotsa tee 10c",24.8001033,59.38746769999999,
"Pärnu maakond, Tahkuranna vald, Võiste alevik, Pikk tn 6d",24.482397100000004,58.20683100000001,
"Harju maakond, Tallinn, Pirita linnaosa, Variku tee 3",24.8408842,59.48581460000001,
"Harju maakond, Tallinn, Haabersti linnaosa, Nõgikikka tn 10",24.6168141,59.4337908,
"Harju maakond, Tallinn, Haabersti linnaosa, Silgu tn 27",24.5850465,59.4467794,
"Tartu maakond, Tartu linn, Varsa tn 22",26.7655868,58.34831379999999,
"Harju maakond, Viimsi vald, Viimsi alevik, Nelgi tee 39",24.8563629,59.4957524,
"Tartu maakond, Tartu linn, Arhitekti tn 2",26.681107,58.3723316,
"Saare maakond, Pihtla vald, Sutu küla, Kaselaane",22.7396669,58.2836669,
"Rapla maakond, Märjamaa vald, Altküla, Paju",24.4958849,58.86759199999999,
"Tartu maakond, Ülenurme vald, Tõrvandi alevik, Kurekella tn 5",26.7019624,58.3132108,
"Harju maakond, Rae vald, Peetri alevik, Raudkivi tee 6",24.8079555,59.40362609999999,
"Tartu maakond, Ülenurme vald, Ülenurme alevik, Männikäbi tn 17",26.7263185,58.3079299,
"Harju maakond, Keila vald, Kulna küla, Tammermaa tee 21",24.3865736,59.3012537,
"Harju maakond, Viimsi vald, Pärnamäe küla, Väike-Kaare tee 34",24.858408,59.5048923,
"Harju maakond, Saku vald, Juuliku küla, Kuu tee 7",24.6524974,59.3135052,
"Pärnu maakond, Sauga vald, Tammiste küla, Uuemetsa tee 1a",24.5946,58.38199989999999,
"Harju maakond, Viimsi vald, Haabneeme alevik, Salumetsa tee 4",24.8192667,59.52377439999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Tuki tn 12",24.6141424,59.43462099999999,
"Harju maakond, Viimsi vald, Haabneeme alevik, Vardi tee 17a",24.8150259,59.5227666,
"Harju maakond, Jõelähtme vald, Iru küla, Ämma tee 2",24.9090159,59.4598409,
"Pärnu maakond, Audru vald, Papsaare küla, Lõvi tee 9",24.3826554,58.40819860000001,
"Harju maakond, Viimsi vald, Metsakasti küla, Metsarahva tee 5",24.9011502,59.4967851,
"Harju maakond, Harku vald, Tiskre küla, Tanni tee 26",24.5923023,59.4114385,
"Pärnu maakond, Sauga vald, Tammiste küla, Saialille tn 9",24.5946,58.38199989999999,
"Harju maakond, Viimsi vald, Laiaküla, Pähklimänni tee 11",24.9241376,59.4659668,
"Harju maakond, Keila linn, Rõõmu tn 4",24.3973867,59.3083245,
"Harju maakond, Keila linn, Barsbütteli tn 28 // Spordi tn 26",24.3961625,59.3104714,
"Harju maakond, Tallinn, Nõmme linnaosa, Nugise tn 9",24.6482841,59.364271,
"Pärnu maakond, Pärnu linn, Liiva tn 8b/2",24.6423325,58.39823370000001,
"Saare maakond, Kuressaare linn, Kotkapoja tn 8",22.4574062,58.24835079999999,
"Põlva maakond, Ahja vald, Kärsa küla, Maasikavälu",27.087,58.18830000000001,
"Harju maakond, Rae vald, Peetri alevik, Uusvägeva tee 4",24.8068668,59.3924333,
"Harju maakond, Viimsi vald, Randvere küla, Veeringu tee 20",,,True
"Harju maakond, Rae vald, Peetri alevik, Küti tee 31",24.7990551,59.3959576,
"Harju maakond, Viimsi vald, Haabneeme alevik, Kasemetsa tee 1",24.81652810000001,59.5246873,
"Harju maakond, Tallinn, Haabersti linnaosa, Tuki tn 10",24.6140365,59.43430009999999,
"Tartu maakond, Ülenurme vald, Tõrvandi alevik, Kellukese tn 6",26.7031653,58.31164889999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Astangu tn 21/1",24.6170443,59.40600309999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Astangu tn 21/3",24.6203238,59.4060709,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Heina tn 2",25.6479459,58.35993200000001,
"Harju maakond, Kiili vald, Kiili alev, Toompihla tn 3/a",24.8290405,59.3091794,
"Võru maakond, Võru linn, Nõgese tn 6",27.0308345,57.8217691,
"Harju maakond, Viimsi vald, Muuga küla, Pihlamarja tee 5",24.9303487,59.4874586,
"Harju maakond, Tallinn, Pirita linnaosa, Sirptiiva tn 7",24.8875803,59.475324,
"Harju maakond, Rae vald, Jüri alevik, Aruküla tee 43",24.921054,59.3592575,
"Harju maakond, Rae vald, Peetri alevik, Kuldala tee 12",24.8032952,59.40383139999999,
"Harju maakond, Tallinn, Pirita linnaosa, Kase tn 56",24.8363367,59.4550895,
"Harju maakond, Keila vald, Kulna küla, Tammermaa tee 5",24.386067,59.30296970000001,
"Harju maakond, Kiili vald, Vaela küla, Kuuse tee 9",24.8228035,59.32702800000001,
"Tartu maakond, Tartu linn, Ranna tee 1e",26.7183445,58.3893885,
"Harju maakond, Keila linn, Aiandi tn 23",24.4147632,59.30550879999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Tirgu tn 3",24.5896145,59.4538321,
"Harju maakond, Jõelähtme vald, Neeme küla, Metsamarja tn 11a",25.153525,59.52266900000001,
"Pärnu maakond, Sauga vald, Sauga alevik, Hirvela tn 6",24.499973,58.42622720000001,
"Harju maakond, Viimsi vald, Pärnamäe küla, Linnase tee 20",24.8617174,59.50227229999999,
"Tartu maakond, Ülenurme vald, Soinaste küla, Talu tee 4",26.6935223,58.32480940000001,
"Tartu maakond, Tartu linn, Tulbi tn 2a",26.6897527,58.3744249,
"Harju maakond, Rae vald, Peetri alevik, Küti tee 33",24.7986367,59.39588139999999,
"Harju maakond, Tallinn, Pirita linnaosa, Kõlviku tee 16",24.8749197,59.48264399999999,
"Tartu maakond, Ülenurme vald, Ülenurme alevik, Männikäbi tn 12",26.7272636,58.307398000000006,
"Rapla maakond, Juuru vald, Atla küla, Pae",25.0029119,59.054467,
"Harju maakond, Rae vald, Jüri alevik, Ristiku tn 10",24.9026253,59.34948710000001,
"Harju maakond, Saue vald, Alliku küla, Poku tee 41",24.5742365,59.3660679,
"Harju maakond, Rae vald, Peetri alevik, Vägeva tee 32",24.8100544,59.3922176,
"Harju maakond, Saue linn, Aniisi tn 5",24.5649707,59.3170892,
"Harju maakond, Viimsi vald, Randvere küla, Ritsika tee 6",24.9013893,59.50403960000001,
"Tartu maakond, Tartu vald, Kõrveküla alevik, Kooli põik 3",26.762392100000003,58.4200129,
"Harju maakond, Tallinn, Nõmme linnaosa, Põdra tn 32",24.62514310000001,59.35870179999999,
"Tartu maakond, Ülenurme vald, Soinaste küla, Kaare tee 1",26.6927829,58.3240084,
"Harju maakond, Saku vald, Tänassilma küla, Uus-Nugise",24.6256999,59.3406999,
"Harju maakond, Tallinn, Haabersti linnaosa, Silgu tn 10",24.5888081,59.4436085,
"Pärnu maakond, Saarde vald, Kilingi-Nõmme linn, Pärnu tn 5",24.9391444,58.1485495,
"Harju maakond, Tallinn, Haabersti linnaosa, Piiritsa tn 3",24.5870227,59.43817299999999,
"Tartu maakond, Tartu vald, Vahi alevik, Mõisavälja tn 37",26.733580600000003,58.403952800000006,
"Harju maakond, Tallinn, Haabersti linnaosa, Viige tn 32",24.605069600000004,59.44103299999999,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi tee 7",24.8053423,59.39846379999999,
"Harju maakond, Viimsi vald, Leppneeme küla, Pihlapuu tee 12",24.8771318,59.5455109,
"Harju maakond, Saue vald, Vatsla küla, Vatslanurme AÜ 6",24.53406780000001,59.39639529999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Nõgikikka tn 9",24.6160025,59.43391200000001,
"Harju maakond, Saku vald, Kasemetsa küla, Mesilase tee 5",24.6591528,59.27496559999999,
"Harju maakond, Kiili vald, Kangru alevik, Kannikese tn 15",24.7854024,59.35124920000001,
"Harju maakond, Harku vald, Tabasalu alevik, Jõhvika tn 16",24.5674463,59.41767939999999,
"Harju maakond, Rae vald, Kadaka küla, Mäe-Hansu tee 22",24.9564867,59.3956765,
"Harju maakond, Viimsi vald, Pärnamäe küla, Kesk-Kaare tee 103",24.862091,59.4998274,
"Harju maakond, Harku vald, Muraste küla, Põhjaristi pst 15",24.4612665,59.45925099999999,
"Viljandi maakond, Viljandi vald, Matapera küla, Kutsari tee 3",25.56254,58.333817,
"Harju maakond, Harku vald, Kumna küla, Metsaküla tee 5",24.4476725,59.33863420000001,
"Harju maakond, Harku vald, Tiskre küla, Alasniidu tee 2",24.5787042,59.4202719,
"Harju maakond, Raasiku vald, Raasiku alevik, Roosi tn 22",25.1762092,59.3638315,
"Harju maakond, Tallinn, Kristiine linnaosa, Tedre tn 5",24.7304826,59.41515500000001,
"Lääne-Viru maakond, Vihula vald, Eru küla, Ruudu/1",25.8466999,59.5669,
"Rapla maakond, Kehtna vald, Keava alevik, Põrsaku tee 34",24.9063977,58.9497772,
"Harju maakond, Jõelähtme vald, Iru küla, Ämma tee 18",24.9104639,59.4573334,
"Harju maakond, Tallinn, Pirita linnaosa, Palderjani tee 30",24.8617919,59.4890968,
"Pärnu maakond, Tahkuranna vald, Uulu küla, Silkini",24.5777615,58.2802501,
"Tartu maakond, Tartu linn, Aasa tn 3",26.7253179,58.39756999999999,
"Harju maakond, Kose vald, Tade küla, Saare tee 7",25.089602,59.20410889999999,
"Harju maakond, Harku vald, Rannamõisa küla, Juku põik 2",24.5163442,59.43721819999999,
"Harju maakond, Saue vald, Laagri alevik, Nirgi tn 1",24.6356224,59.34915780000001,
"Tartu maakond, Luunja vald, Veibri küla, Ristikheina tee 6",26.790768100000005,58.3498265,
"Harju maakond, Tallinn, Haabersti linnaosa, Luisu tn 2",24.6218622,59.42609059999999,
"Pärnu maakond, Paikuse vald, Silla küla, Puraviku tn 6",24.6242922,58.3467772,
"Harju maakond, Jõelähtme vald, Loo alevik, Jõeääre tee 27",24.9382563,59.428722,
"Harju maakond, Tallinn, Pirita linnaosa, Sompa tee 32",24.8774119,59.4787037,
"Harju maakond, Maardu linn, Kirsipuu pst 16",24.9311684,59.47510949999999,
"Harju maakond, Kiili vald, Kiili alev, Toompihla tn 3/c",24.8290405,59.3091794,
"Harju maakond, Tallinn, Haabersti linnaosa, Keskküla tn 52",24.6169755,59.42350620000001,
"Rapla maakond, Kehtna vald, Keava alevik, Kivitee tn 10",24.8899296,58.9424927,
"Harju maakond, Tallinn, Kristiine linnaosa, Ööbiku tn 7a",24.7307647,59.4133558,
"Rapla maakond, Kehtna vald, Saunaküla, Sarapiku",24.838427,58.9678919,
"Harju maakond, Viimsi vald, Leppneeme küla, Võrkoja tee 24",24.8725422,59.54979480000001,
"Pärnu maakond, Pärnu linn, Side tn 2a/1",24.6678465,58.41009529999999,
"Harju maakond, Viimsi vald, Pärnamäe küla, Kesk-Kaare tee 27",24.8535548,59.5072741,
"Harju maakond, Tallinn, Haabersti linnaosa, Hoburaua tn 21",24.5675409,59.43749980000001,
"Tartu maakond, Ülenurme vald, Tõrvandi alevik, Leetsi tn 12",26.6975331,58.32291770000001,
"Pärnu maakond, Pärnu linn, Suur-Posti tn 22/1",24.510058800000003,58.3795185,
"Rapla maakond, Kehtna vald, Kärpla küla, Sepapaja",24.8622989,58.88308989999999,
"Rapla maakond, Kohila vald, Pukamäe küla, Kurekaela",24.768635,59.1552969,
"Viljandi maakond, Viljandi vald, Peetrimõisa küla, Õunaaia tee 14",25.6275999,58.3854,
"Harju maakond, Saue vald, Koidu küla, Hämariku tee 11",,,True
"Rapla maakond, Kehtna vald, Kehtna alevik, Pargi tn 1",24.8734185,58.92284470000001,
"Harju maakond, Keila linn, Raba tn 86",24.4117925,59.30054260000001,
"Harju maakond, Tallinn, Pirita linnaosa, Lodumetsa tee 13",24.8599625,59.4876155,
"Tartu maakond, Puhja vald, Puhja alevik, Saare tee 10",26.308917,58.3409003,
"Harju maakond, Harku vald, Tiskre küla, Välja tee 1",24.5902317,59.41997560000001,
"Harju maakond, Viimsi vald, Haabneeme alevik, Taluranna põik 7",24.8211645,59.5161308,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi tee 50",24.8034102,59.4002981,
"Harju maakond, Viimsi vald, Tammneeme küla, Teigari tee 30",24.8859864,59.53539980000001,
"Harju maakond, Tallinn, Haabersti linnaosa, Roolahe tn 3",24.5601182,59.437797,
"Tartu maakond, Tartu linn, Saialille tn 3",26.680909000000003,58.3670143,
"Harju maakond, Rae vald, Peetri alevik, Vägeva tee 12",24.8158051,59.39273170000001,
"Harju maakond, Rae vald, Jüri alevik, Rebase tn 1",24.91649,59.35553179999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Tiskrevälja tn 24",24.5713202,59.440870200000006,
"Pärnu maakond, Sauga vald, Sauga alevik, Hirvela tn 22",24.502997,58.4298042,
"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Põhja pst 21/1 // Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Põhja pst 21 // Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Põhja pst 21/2",24.74445230000001,59.44537529999999,
"Tartu maakond, Tartu vald, Vahi alevik, Mõisavälja tn 3",26.7265485,58.4055042,
"Harju maakond, Harku vald, Tiskre küla, Tanni tee 22",24.5909539,59.4111608,
"Tartu maakond, Nõo vald, Nõo alevik, Tuule tn 11",26.5209191,58.2760583,
"Tartu maakond, Luunja vald, Lohkva küla, Salu tee 21",26.7820404,58.3791062,
"Harju maakond, Saue linn, Viigimarja tn 3",24.5617312,59.31432479999999,
"Harju maakond, Kuusalu vald, Andineeme küla, Vaino",25.4600999,59.4974,
"Harju maakond, Viimsi vald, Kelvingi küla, Kanarbiku tee 9 // Meresihi tee 13",24.8375727,59.5480664,
"Harju maakond, Harku vald, Tabasalu alevik, Pähkli tn 14",24.5513694,59.42631110000001,
"Pärnu maakond, Audru vald, Jõõpre küla, Reinu",24.322469,58.475326,
"Tartu maakond, Tartu linn, Kraavikalda tn 24",26.7743169,58.3502197,
"Harju maakond, Rae vald, Järveküla, Männi tee 23",24.8155825,59.38425260000001,
"Tartu maakond, Ülenurme vald, Ülenurme alevik, Luha tn 6a",26.73035,58.32245520000001,
"Rapla maakond, Rapla vald, Sulupere küla, Kopramäe tn 15",24.772577,59.00364989999999,
"Harju maakond, Rae vald, Peetri alevik, Raudkivi tee 10",24.8068657,59.40263589999999,
"Rapla maakond, Kehtna vald, Lalli küla, Kibuvitsa",25.0133,58.8745,
"Harju maakond, Saku vald, Üksnurme küla, Mäenurme",24.63871,59.29063799999999,
"Pärnu maakond, Pärnu linn, Merimetsa tn 115",24.5759603,58.3480463,
"Harju maakond, Viimsi vald, Pringi küla, Kimsi tee 31",24.7999371,59.52112520000001,
"Pärnu maakond, Pärnu linn, Aia tn 18a",24.5061762,58.38100470000001,
"Hiiu maakond, Hiiu vald, Viita küla, Tindi",22.344305,58.9058259,
"Harju maakond, Tallinn, Pirita linnaosa, Soovõha tee 7",24.857969,59.48686329999999,
"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Heina tn 23b",24.7191925,59.4404711,
"Harju maakond, Kiili vald, Kiili alev, Allika tn 14",24.8262918,59.3037269,
"Rapla maakond, Järvakandi vald, Järvakandi alev, Pärna tn 1",24.8041635,58.77287490000001,
"Harju maakond, Kose vald, Tade küla, Kasemetsa",25.089602,59.20410889999999,
"Harju maakond, Tallinn, Nõmme linnaosa, Pohla tn 7",24.71970360000001,59.38345150000001,
